,Review,Ratings,Date
4911," Canadians stayed here with 8 adults and 1 baby. The hotel was perfect in all regards - food, service, ambiance, etc. I would recommend this without hesitation. The staff was very friendly. The rooms are flawless. The dining options were plentiful and offered excellent food.  ",5,e a review Nov 2013
4912," were taking a road trip covering the golden triangle, Delhi, Jaipur, and Agra. The ITC hotel was a great refuge from the hustle and bustle of Jaipur. Buffet breakfast was included. We were upgraded to a JR suite. The room was very comfortable, the service was fantastic. We ate dinner outside by the pool, good food, nice prices.",5, a review Nov 2013
4913,stayed at this property for two nights with my family during our pilgrimage visit to rajasthan. This property is very good. staff members were very good and they extended all possible courtesy to make our visit more comfortable and enjoyable.,4,te a review Nov 2013
4914," there is one word to describe this hotel, it would be grand! Loved the lobby area, the beautiful bar and the room. Food at peshawari was excellent! Lovely place to chill after a long, tiring day of sight seeing in Jaipur. The hotel is located in the heart of the city, at least all the key attractions are within easy reach. Would definitely recommend this property!   Absolutely adored the wills aqua range of toiletries in the bathroom! Heavenly!",4,e a review Nov 2013
4915,"ayed in the ITC Rajputana for 3 days in October, the hotel is one of the fanciest I have ever stayed in. The rooms were very big, very clean and the bed was amazing. The pool was really nice also.  There is a restaurant called Peshawari which i would highly recommend as the food is the highest quality.  where the ITC lost a mark for me was the buffet dinner which was not very nice at all, all the food was cold and for the price just spend the little bit extra in the restaurant.  oh the cocktails are pretty awful too but i think thats the norm in India  Overall a really good experience",4,a review Nov 2013
4916,autiful hotel with exceptionally friendly an helpful staff. Snacks in the courtyard bar were excellent. We were entertained by Indian dancers and later by a traditional band. The food was excellent in the homely Peshawari Restaurant. This is an excellent,5,iew Nov 2013
4917,"d a terrible experience at the hotel on checking in; first the room keys were mixed up on checking in !! Worse still, checked in around 5.15 pm but the luggage got to our room around 8.15 pm !! That too after speaking to the front office & concierge about half a dozen times. Was expecting guests at 8.30 pm and on threatening the front office that i was wanting to leave they put me on to the duty manager Ms Omkaeshwari who finally managed to get the act together. TO TOP IT ALL SHE APOLOGISED, thats the best the hotel could do !!",2,te a review Oct 2013
4918,"visited Hotel Sheraton Rajputana (Now ITC Rajputana) in 2011 and enjoyed a most pleasant stay their. The ambiance is excellent, people are cooperative. The Hotel is grand and Royal. Rooms, services, cleanliness, food, Pool, spa everything is so attractive that we feel like to stay there only. Its My dream destination in Jaipur. Also i would like to appreciate hospitality and enchanting atmosphere there. Thanks ITC for such a wonderful facility. What a delight to stay @ ITC Rajputana.. Regards..  Yuvraj",5,e a review Oct 2013
4919,"stayed at the ITC in Jaipur for a business trip.  I was extremely impressed by the quality of customer service. In particularly, Amandeep Kaur from the front desk was extremely helpful & accommodating.   Amandeep Kaur provided practical solutions and very helpful on various matters ranging from shopping to business equipment needs.  It is staff like Amandeep Kaur (& Shiv Murti) that has made me a loyal ITC Rajputana customer.  Great customer service quality.  Great staff.  Great hotel.    From a satisfied customer,  Mr. Phromjom (Room #1215 from 17 Oct to 21 Oct 2013)",5,a review Oct 2013
4920,"C Rajputana lives up to The Luxurious Collection designation.  Walking in, lobby is pure bliss.  I heard it has been newly renovated.  Amazing space staffed with most helpful guest relations.  The staff uniforms are traditional - the best among the hotels I stayed at in this trip.  Ms Shraboni checked me in, set up my internet access and mobile roaming, discussed with me my travel plans and limitations, and prepared Jaipur tour itinerary.  She must have spent close to an hour.  Room was clean, crisp and full of luxurious touches, fixtures and finishes.  No rust!  Pool is in the middle of a calm and peaceful courtyard with very clean water and attentive lifeguards.  The pool is not open when the life guards are off duty.  The courtyard itself is full of modern and traditional…",5, review Oct 2013
4921,"had stayed at this property for 3 nights with my family. The hotel has a very nice lobby - loved the white marble work done at the lobby. The hotel has some of the best staff ; I have ever met - very helpful and always with a grand smile. The rooms are located at the distance from the lobby as the hotel is built in ""haveli"" style concep. Rooms are well equipt and the hotel seems to also offer a Pillow Menu - which was unique to this hotel (i havent seen such a menu at any other hotel). The bathrooms are although very small and at times you may feel that you are squeezing your self in. The hotel has 3 restaurants - viz Peshawari , Jal Mahal , Chandravanshi Pavilion - Peshawari was a complete disappointment - the plates seemed to be chipped off and old, the onion salad seemed to…",5,te a review Oct 2013
4922,", We were a group of 10 (including 2 kids aged 8 each) that stayed at the hotel for 2 nights - 25 and 26 October 2013. We booked directly via the hotel marketing staff and got a package of INR 7500 for a night. I have stayed previously at the hotel and knew its a five star with amazing food.   Food still is amazing ... Breakfast is awesome (included in the package deal) and it's near the city center. The spa is nice (though very expensive) , kids enjoyed the pool, Billiards and chess. I am afraid that's the only positive.  We were in for a surprise , rather shock - all 4 rooms were given on the fourth floor called level 15. (Floors are numbered as : - LL - lower level, Ground, 11,12, 14 and 15).   There was no free Wifi. It would have been nice if this was free as is the case…",2,a review Oct 2013
4923,"classy hotel, with truly splendid lobby replete with Taj-marble grand stairway, and very pleasant pool/bar area in a central courtyard.  The rooms, although a little older, were  large, comfortable and well maintained. Enjoyed our two dinners, one in the lobby restaurant and the other in the specialist Indian restaurant below the lobby.  If you are not a big eater (like us) these can be more economical and fun than the buffet if this is not included in your room rate. A pity there is no option for outside dining.",5,B wrote a review Oct 2013
4924,"ayed here as part of a Great Rail Journeys tour and this was the worst hotel out of 4 five star hotels we stayed in for service.  The facilities and food were fine and we had no complaints but the complete lack of service in every department is a lasting memory. The standard answer to every question is 'it is coming'.  Upon arrival it took an hour for our luggage to arrive to our room. An enquiry to reception was- it is coming. I went down to reception to physically collect it and again 'it is coming'  We sat outside in the pool bar one afternoon and order tea with milk, you know the sort, hot water and a tea bag in a pot. After forty minutes it arrived but no milk, Another five minutes later the milk arrived. I dare not ask for the sugar!!!  A simple veggie burger in the cafe…",2,nd wrote a review Oct 2013
4925," stayed here as part of our Great Rail Journeys tour and to be honest this was probably the worst hotel we stayed at during the trip.  Entering the reception/lobby area immediate reaction is WOW! but unfortunatley rest of the hotel which we saw was not up to the same standard.  Room was ok but in need of a refurbishment. Stains on the carpet. Bedroom and bathroom just looked a bit tired and shabby. Sheets on the bed did not appear clean either, I am sure they where but just looked a bit shabby. Outlook from the window was of the main road & construction work.  Service in the restaurant was not very good. Slow to bring round drinks etc and had to ask more than once on several occasions, even at early breakfast when there was few clientele around.   Best thing was the pool area.…",3,land wrote a review Oct 2013
4926,ntrally located hotel with nice and clean rooms. Breakfast spread was good though repetitive. The kids loved the takeaway muffins which came in very handy during various sightseeing trips. The hotel concierge desk was helpful in guiding to local places of our interests. Was disappointed as the hotel did not extend stay for an extra day and needed to move to adjoining hotel ( though helped me save some money ),4, review Oct 2013
4927,"st got back from a trip to Jaipur during the Dussehra break..must say the hotel is really top class. Lovely rooms, excellent service, and great food.  We landed on a weekday night around 10.30 and we needed some medicines that we forgot to bring along and the guy who dropped the bags just took the prescription and said he would go to the nearest 24*7, about 6 kms away and fetch it...so impressed that he could do it right away without having to check with a million managers before he got the approval and actually be of help to us. Also, a special mention to Onkareshwari who took special care to make sure that our stay was comfortable. Can't beat the ITC touch..Keep it up! Already booked for ITC Gardenia..can't wait!",5,eview Oct 2013
4928,"stayed only one night at this hotel, and I wish it could have been longer. The service is exceptional, and the hotel is very beautiful. We had drinks by the pool before dinner, and there were local musicians playing traditional music outside nearby for our enjoyment. We ate dinner in the hotel buffet restaurant, where there were again musicians playing traditional instruments and music, which was lovely. The food at the buffet was average but there was a good variety to choose from. The rooms were clean and well furnished. My only complaint is that there aren't power points on both sides of the bed, so I had no where to plug in my phone, which I use as an alarm clock. Lastly, if I could do it over again, I would have brought bug spray as my legs were feasted on while we had…",5, a review Oct 2013
4929," a little over a month, I've stayed at three of ITC's properties from their Luxury Collection of Hotels. The first was a the ITC Windsor in Bengaluru, where I received red-carpet, yet upmarket, treatment. The next, a few weeks back, was at the ITC Grand Central in Mumbai, where I had a mixed experience (rather, a good experience marred by this particular occurrence). So when I had the opportunity to stay at the ITC Rajputana in Jaipur, I wasn't sure of what to expect.  I reached Jaipur on a Sunday evening, on a connecting flight via AMD. After a rather eventful airport experience (modern, yet tiny airport, and my checked-in bag was the last on the baggage carousel!), I was picked up by the hotel taxi. The driver was extremely friendly and helpful, and it was very hard to…",5,e a review Oct 2013
4930," stayed for 3 nights, had a very comfortable stay and relaxed with a fantastic room. Food is excellent,  particularly breakfast  Very prompt service, efficient and friendly staff, warm hospitality. Evening we had a nice Rajasthani  folk music and dance event which was really great!! Overall a very good experience, want to come back again with family  Mr. Riteesh, the attender in Jal Mahal- Breakfast restaurant provided us an excellent service with a friendly smile. Thanks !!",5,a review Oct 2013
4931,"sited Jaipur for work in July and stayed at this lovely hotel. Super efficient staff, breath taking beauty and awesome food. Must visit. Swimming pool is exceptionally beautiful. With so many birds around (mostly pigeons, but some parrots and peacocks too!), it is like swimming in the middle of a bird century. Will definitely visit again.",5,e a review Oct 2013
4932,"ayed four nights with a group, we occupied four rooms and we all thoroughly enjoyed the hospitality rendered. Though the corridor outside the room sometimes had stale smell but the Rooms themselves are excellent, modern. The other drawback is the location of the hotel. Staff is very cordial, breakfast range is superb. Overall an excellent choice for relaxing. ",5, a review Oct 2013
4933,"stayed for 3nights and  coudn't find a reason for not loving the property,I was overwhelmed by the hospitality n the services provided, really no words for such efficient staff at front desk(RINSHI) she really took good care of us.  ;-)) the lobby of the hotel holds the breath overall it was a very very good experience at                    ITC RAJPUTANA.  I look forward for my next stay.",5,rote a review Oct 2013
4934,"ayed for 3 nights in a triple room - must say that it is not a 5 star room. It is dated and our room faced the back street and it was very noisy. The pool area is not well kept: lots of birds and it gets really dirty. They should fix a net in the same way as Vivanta Hari Mahal in Jodhpur did to keep the pingeons away. The restaurant was the greatest feature: tasty food, very friendly and helpful staff. On the first 2 mornings, the restaurant was crowded because of a convention and still they could manage to keep the buffet plenty of choices and fresh food. Would come to the hotel again only to have dinner. Would sleep somewhere else.",3,ote a review Oct 2013
4935,"ar Mr.Gupta,Its always been a pleasure to appraise right people .You have excellentstaff in Rahul(front office ) and Gunjan(Spa) who actually took very goodacre of us.I look forward to my next stay.I would appreciate if you could share this with the stated people in thismailregardsSushil BhatlaManager India InitiativesSustainability and Social Innovation-Hewlett-Packard",5, review Oct 2013
4936,"visted rajputana with my friends for one night stay! From the reservation experience to the departure, I could not find any reason for not loving this property! I stayed at rajputana Royale room. I believe its a worth staying room and definitely a value for money stay. Rashpal at reservations, Rinshi at the front desk and Chef deepankar did a commendable job in terms of the hospitality provided to us. Food at jalmahal was outstanding. The evening near the pool showcasing the local rajasthani culture was very touching. The beauty of the lobby definitely deserves a lot of praises. Wil surely choose the same hotel in my next trip to jaipur!",5,e a review Oct 2013
4937, i am prachi from mumbai. I came to jaipur last week for holiday with my family. N we stayed in rajputana. It was a beautiful experience. I loved the interior of the hotel. It has an excellent staff n services.  Spa was very good. Food at peshawari n jal mahal is very yummy.. Over all i am in love with this place!! Will always come here n stay.. N ill recommend everyone eles to do so.. ,5,a review Oct 2013
4938, wife and I visited Rajputana Jaipur for a one night stay. The hotel amenities are great and the staff is very hospitable especially at the jal mahal restaurant Ritesh and Sanwarmal deserve a special mention for their professionalism and courteous treatment.  We congratulate the team for the wonderful services they are offering.   Keep up the good work guys!!!  ,4,e a review Oct 2013
4939," I entered the Hotel Lobby ,It was a spectacular moment for me to see the complete transformation of  it. The color concept looked fabulous. SPA services were very relaxing and rejuvenating. My room was  regularly serviced and the temperature of the pool maintained , which was a relief. Also the Buffet and Pool Bar offered a great variety of food and beverages especially the desserts in the buffet. The room cleanliness and air-conditioning were maintained regularly and made me feel relaxed.   I would love to stay here again and again for my  visit to Jaipur .",5,wrote a review Oct 2013
4940,d an amazing stay rajputana. We had a conference which  was handled professional. The staff is very co operative and assisted as i  making it a great success. I would like to compliment each one of them. Subhash was always there for our needs.please convey our gratitude to him.,5,view Oct 2013
4941," was a real memorable experience  to host my niece engagement ceremony in ITC property Rajputana at Jaipur...Par excellence services and total value for the money spent, Excellent property with extremely warm and hospitable staff. GM of the Hotel  represents the epitome of customer satisfaction. No wonder I can rate this as TOP Hotel in Capital City of Rajasthan ...Will be back ASAP to stay alongwith my friends.",5,e a review Oct 2013
4942,"personally have always been a huge fan of ITC WelcomGroup as a brand for its exceptional service and products. As a business traveler my needs have been very limited and specific due to limitations of time, which every member of ITC has taken care of with ample care.  On my recent visit to the pink city (leisure trip) with my family, I chose to stay at ITC Rajputana. This definitely was the first experience with ITC as a leisure traveler. Very few places and people can serve tradition in its true essence with a modern touch. The traditional interior of the room matched the perfect view of the pool to give it a warm and fresh feeling at the same time. Every place has it's own hitches but everything was gracefully handled.   Rajputana exuberantly performed the task and gave a…",5, a review Oct 2013
4943,"ipur was the third and last city of our Agra, Delhi and Jaipur tour undertaken in end April / early may 2013. We stayed in ITC Mughal at Agra and frankly ITC Rajputana, Jaipur did not live up to the standards, which I expected after our great experience at the ITC Agra.   ITC Rajputana has a wonderful lobby, the check in was undertaken quite smoothly - and the service associates were warm, helpful, and attentive. We had rqsted for two interconnected rooms and this was duly arranged. However, the following issues need  urgent attention -  1. The premises are NOT well maintained. the front left hand side of the entrance of the hotel gives a very unkempt and shabby appearance. There are pigeon droppings galore in the courtyard of the shopping arcade. the building seems to be…",3,a review Oct 2013
4944,"had visited the property with my family for a meal at Peshawari recently and also interacted with the staff for room booking fro my next trip to Jaipur . Having seen other Five Star Hotels in country and abroad I can only say ""This Simply Stands Out"" and is definitely one of the finest property to stay in terms of Wonderful Environment, Warm Hospitality and Extremely caring Management & staff. My special Compliments to all people in making my experience really really wonderful...Thank You All........",5,rote a review Oct 2013
4945,"ce hotel with good restaurants, the Peshawri is always a good choice when staying in ITC hotels. Large pool area to relax after a day exploring Jaipur. The check in was a bit caotic mainly due to small counters and the staff was trying to talk to everybody instead of finalize one by one.",4,eview Sep 2013
4946,"stayed here for business with a couple of colleagues, for 7 weeks during April and May 2013.  I had very little issue with anything during the stay and have nothing but praise for all the staff.  The location is handy to the old city and the main bus and train stations.  There is a lot of roadworks nearby at the moment, which can cause some havoc with traffic around the property, but I am sure this will clear up in time.  The hotel itself is quite old, but is gradually being renovated.  It has beautiful gardens and large pool area, with the gardens being frequented by the odd peacock!  I stayed in an Executive room and it was really very nice.  Yes it has woodgrain and bright, typically British Indian styling, but is modern at the same time. If I had any negative about the…",5, a review Sep 2013
4947,"have stayed here a couple of times , when you walk into the hotel , the outer facade and the grand lobby gives a royal feeling , however it seems only the lobby has been renovated , and nothing has been done to the rooms. The rooms are old and rustic looking , nothing fancy and the interiors are pretty boring. Service is good , however the checkout on both my visits was was very slow. Also my membership points were credited wrongly on both my visits which added to my disappointment.",3,te a review Sep 2013
4948, is a good 5-Star hotel in Jaipur. Food is Good. Ambience is Perfect. inhouse Staff are not that Coordial. Rooms are small compared to other 5 star hotel. Good to stay for a day or 2. Location is good only.,4,a review Sep 2013
4949," was nice staying at Rajputana as staying here Always is great here every staff takes good care of guest at all place  in spa ,or peshawari or coffee shop food is very good and service is eXcellent compare to other hotels",5, a review Sep 2013
4950,"e hotel is of a good architectural view. In our business trip we did a Conference in the hotel. The Hall is excellent with good supportive staff. Food was good in tradition to Rajasthan. Although it is little far from the Airport (however near Railway station), a good place to stay. Upholstery,  room space, extra to remember.",4, a review Sep 2013
4951," stayed 3 nights at this hotel as part of our tour in September 2013 - from the 20th-22nd. Firstly the plus points - a beautiful hotel, great lobby, lovely bar area and very good food in restaurants. In addition the bar prices were very reasonable, on a par with Shimla and half the price of Agra and Delhi whose hotels are in the same chain. The pool is excellent and the spa is brilliant too.   However the downside - when we arrived, we were shown our room which we complained about straight away as it had a very damp and musty smell (we deduced eventually that it was probably down to the a/c unit). We were shown an alternative room, that was just the same - the duty manager at the time could not understand our complaint - the smell was pretty bad and some of our travelling…",3,view Sep 2013
4952,"rst time to Jaipur, although numerous times to India on business. Hotel was nice but not great compared to other ITC properties. Outside aesthetically looks like an old hospital and inside is a little stark. Stayed in club level room which was nice and comfortable.  Staff were great at al times. Meal at Bukhara restaurant was superb and well worth the money. No club lounge on this site.  Hotel is tucked away in an uninteresting part of the city. I am sure there are better choices.",3, a review Sep 2013
4953,"r recent stay at the ITC Rajputana was as usual a memorable one. Great assistance and help was accorded by Ms. Rashpal in reservations. The Duty Manager Mr. Bhanu is a gem in the organisation and is ever ready to make your stay a memorable one. Mr. Mathews, Mr.Surender along with all the other staff at the restaurant as always made us feel as if we were a part of the Rajputana familly. We have been staying in in this hotel for the past 25 years and it has gone from strength to strength.  The renovation of the bar and lobby added to glory of the hotel. The overall experience was excellent and we are looking forward to our next visit.",5,6 wrote a review Sep 2013
4954,"ipur being a city of palaces, this one makes u feel like staying in one. The hotel has a magnificient lobby, amazing with the fountain, staircase that makes u feel like it takes u to ur palace room and traditionally elegant looking lanterns hanging down the ceiling add to it. they have a great pool side lounge to enjoy your book/ipad or cuddle up with your dear ones. on requesting them a special cake for my wife's bday, they made a wonderful one. hats off to the bakery. the staff was very courteous as expected. I would mention devendra here. I would point out that wifi should have been complimentary.  the free drinks during the happy hours did add to my spirits for sure. They also have a good collection of wines.",5,ote a review Sep 2013
4955,"think they have the best lobby and reception area in Jaipur. the staff is very courteous and ready to assist you at all time. One thing i must mention, i was happy to see the security of the hotel. for kids they have a kids room and a kids pool. my overall experience was very good.",5, review Sep 2013
4956,"tely we had a family get together at the Rajputana Sheraton and .We were extremely happy with the selection of food recommended by the chef . The food was actually very good and appreciated by our guests. The staff is very friendly and co-operative . My family members  impresssed with the services of the hotel , it was excellent, I do not recall the names but compliment all of them for making this important event so successful for us,",5,te a review Sep 2013
4957,"is was my first visit to Jaipur, and ITC RAJPUTANA had made my trip a world class one. All the staffs were very attentive and enthusiastic. The team Rajputana was  very energetic and I had a superb experience  staying in the hotel. Definitely looking forward to come back to the city and stay with the Hotel. Also I recommend the hotel to all my friends and family.",5, review Sep 2013
4958," you really want to have a complete holiday Rajputana is the best place to stay. The checkin are smooth, they do not make you wait. The smiling faces at the reception cheers up your mood. The property is clean and stunning.  My japanese friends stay at your hotel and enjoy the hospitality of the hotel.  have not seen anything more interesting the evening rituals is so traditional , it gives you a feel of royal touch.",5, review Sep 2013
4959," thank you very much for the kind courtesy extended and the hospitality provided by you and your team during our stay at your hotel Rajputana Sheraton, Jaipur from 14th to 16th Sep 2013. It was wonderful experience of staying in your hotel. You assured of good experience at the time of finalizing of conference with your hotel but it was much more than our expectation. The banquet incharge   Ms. Shilpi looked after so well for each and every minor thing also that we never needed to call her. She is perfect example of the young, energetic and efficient   generation. The service team headed by Mr. Subhash took care so well that we never needed to call him as he was always available nearby. It was wonderful to have such a courteous person with us. Everything was served so well…",5, a review Sep 2013
4960,"signed along the lines of a traditional haveli, with its own definition of space and splendor it ideally located for both the leasure and business traveller.  The Peshawari and Jal Mahal restaurants are superb. Must try typical Rajasthani delicacies such as lal mas and dal bati churma.",4,jee wrote a review Sep 2013
4961,"m a local & have been a member of the Rajputana Plus programme for 3 to 4 years. And so, they've requested me to comment on TA. Well, the fact that I've been renewing my membership every year tells the story.  However, here are the reasons why:  The food is consistently good / The staff remembers you & what you like to order / Your free stay vouchers that you gift out station friends are usually up graded / The 30% off on F&B is very welcome. I seriously don't have anything bad to say about the place, except maybe the new lobby is a bit over the top! Never mind that....    My final thoughts: The ITC Rajputana is a very well run hotel & the most fairly priced 5 star in Jaipur. I'd highly recommend it to anyone who's traveling to these parts.",5, a review Sep 2013
4962," stayed at the ITC Rajputana for 3 nights in September 2013. Being in the travel industry myself this hotel offers a special experience. We were welcomed in our room by a super friendly member of the reception staff Rinshi Roberts who is truly amazing & made our stay memorable.. We would cherish the time spent there for a long long time. The architecture is amazing, decoration simple but extremely elegant & the quality of the food is marvelous.. I am already planning a return visit.",5,review Sep 2013
4963,"ayed 2 nights in this hotel. Wish could have stayed longer. Nice rooms and v good bathroom. Very well located and easy access to all places in jaipur. Peshawari the indian restaurant was awesum. Excellent hospitality and such a great breakfast. Loved the warmth of everyone around. Pool area also good. Cant find a single fault in this place. Pls keep it up guys. And anyone who stays here pls do not miss the breakfast, superrrr.",5,rote a review Sep 2013
4964,"can't stop cherishing the moments of my son's wedding at the ITC Rajputana, although a year has passed by but makes me feel even more happier when I think of it. The arrangements were so nicely done in every manner that people still talk of the lovely food and ambiance that made the beautiful sunny afternoon a life time memory for us. It is only ITC that can make you feel so comfortable n nice away from home.",5, review Sep 2013
4965,C Rajputana has always been our patron. The decor is beautiful with lovely rooms and ambiance.The staff is friendly who remember names and make you feel more at home. The Peshwari is our favourite restaurant and we love the food especially the Dal Makhani and tandoori platter. The Chef's are always around to guide you  with choices.  Speciall mention of Benu who makes the stay of  my guests  so comfortable . Always want to be associated with ITC. .,5,eview Sep 2013
4966,cellent hotel..n service is really gud...n offers a grt environment.. the hotel staff is very coperative..my family really njyd d stay.....rajputana offers awsummm food variety....and also environment for party is really rocking.....my stay in the hotel was very comfortable as well as enjoyable...:):):):)hope toh visit the hotel in future....and congos to the staff for their dedicatd services...keep up the good work always...:):) cheers...:-D,5,review Sep 2013
4967, what a stay was it with Family though a short one...right from check in to Rooms and not to speak about the gastronomical experience at Jalmahal coupled with exemplary personal attention by staff members...each aspect carefully managed to complement the preferences of the guests and not to mention the brand ITC it stands for...simply recommend stay Rajputana Sheraton to experience what Rajasthan is....,5,s wrote a review Sep 2013
4968," might sound kiddish, but its true. I have been to so many places in India, but this one was the most fabulous experience. the most incredible part about this place is its hospitality services. people are very friendly and helpful. Environment is very hygienic and clean. Spa is one of the best thing I loved. It was very relaxing.",5,a review Sep 2013
4969," this trip, we decided to experience Rajasthan royal style and decided to stay at ITC Rajputana in the pink city of India. The best surprise for us was when the manager Bhanu was kind enough to upgrade us to the highest room category to get a lovely room with a pool view. This was the best thing we could have asked for. The dinner at the Indian restaurant Peshawri was an experience in itself. We loved the food and especially the service. We even ended up chatting with some fellow guests at the hotel and they all seemed to be loving Jaipur and reaffirmed our decision of choosing the hotel as a great place to stay for frequent travellers. All in all, the heritage was Rajasthan was well brought out by the hotel and I'd strongly recommend it, of course for those who can afford to…",5, review Sep 2013
4970," stayed at this hotel during our visit to Jaipur in December 2012. WOW...is the word. The royal feel and decor of the hotel is just superb. The grand reception, the rooms, the breakfast spread, service ...everything at its best. The breakfast spread was excellent...many many choices from south to north india, continental spread, fruits, juices too. We enjoyed every bit of our stay. But we didn't make use of the pool or the spa. You could spend a couple of days just exploring the hotel and enjoying its decor and the grandness of this place. Total value for money. They even had dorm rooms for the drivers which was great. Have stayed in many hotels across the world but this probably is One of the best.",5,te a review Sep 2013
4971," had a great stay at this property with best services and comfortable rooms, the hotel is centrally located and is having a good spa and pool, the coffee shop and peshawari restaurant is a place to be with warm welcome and hospitable staff this hotel is a must visit. great for family outing too.",5,te a review Sep 2013
4972,"o says heaven does not exists on Earth. Visit Rajputana and surely you'll agree with me. The moment we entered the hotel, we got mesmerized with the beautiful decor. The food at the restaurants and the staff hospitality was out of the world. We tried the continental food at the coffee shop and the famous ""Dal Bhukhara"" at Peshawri. Don't miss the morning Yoga classes and an evening of lovely drinks at the pool side. Being locals, we stayed at the weekend at the hotel and had a wonderful experience staying in the cozy comfortable rooms. Overall i would strongly recommend to people coming to Jaipur to stay in this luxurious hotel and have a blissful experience of their lifetime.",5,a review Sep 2013
4973,"cellent hotel in all respects and value for the money, frequently used by me and through my visitors. I visited m with family and friends many times and had a great experience. I have visited and stayed with my family and on many occasions throughout the year, services are excellent. For me it is a second home.  Keep it up...     Rajindera Kumar",5,wrote a review Sep 2013
4974,"e stay at the ITC Rajputana, delivers to its name of 'the royal' the service and the generous staff is forthcoming and understanding.   The elaborate breakfasts and the spa was the highlight of my stay.   The ballroom facilities are great.   A definite try is the 'Peshawari' Indian Restaurant, well it is the same renowned restaurant all over the sub continent, and it did not fail to over mark it's expectations even this visit. The lovely rich and oh so delicious food had me licking my fingers for a while.  Overall a good experience and a definite revisit.   ",4, a review Sep 2013
4975, have been staying at this hotel for several years now! The service and food are excellent. But I think what really deserves a special mention is the Spa led by the wonderful Spa Manager Gunjan Sethi and her team!   The therapists are excellent and the ambience fabulous ! A must try!,5, a review Sep 2013
4976,"ch time we visit Jaipur we make sure we stay at the the Rajputana. The place is extremely fresh and energizing and is located in the heart of the city. So convenient for sightseeing, shopping and moving around. Even our seniors at SBBJ love this hotel for its services and good food.  I want to compliment each one of the employees specially Ms Benu Mishra who very diligently visits us on a regular basis . She indeed is very good and because of her we are so confident that everythings goes well with our guests also.",5, a review Sep 2013
4977,"great hospitality hotel with a class,very clean, the staff very polite & concerned with all,the spa is ultimate,the rooms very comfortable & room service & house keeping excellent,I would want all my friends to stay in this property whenever in Jaipur.",4,ote a review Sep 2013
4978,ipur doesnt have too many choices but rajputana tops it for us. the service and food are great. they know and understand hospitality well. friendly and yet unobtrusive. we live in jaipur but are happy to move here for a weekend.,5,review Sep 2013
4979,e family has been associated with ITC since so many years now and we only prefer to use the ITC Hotels. Our favorite hotel is the ITC Rajputana in Jaipur. We love the food and the services. Ofcourse the Peshwari Restaurant is mind blowing. My grandchildren love the specialities specially the chicken malai tikka and the soups in coffee shop. They always feel at home.  Recommend others not to miss this option when you are in Jaipur.,5, review Sep 2013
4980," stayed in the hotel sometime in the month of May, its a beautiful hotel with a excellent architecture and spectacular lobby..excellent food and services..the front office department deserves a special mention as it was very responsive thanks to Mr Abhishek, Mr Bhanu, Ms Priyanka, Ms Shreya ,and  Mr. Yogesh for giving us a pleasant stay..would definitely visit again very soon with the family",5, a review Sep 2013
4981," wife and I stayed at ITC Rajputana in February this year and was very happy with the service of the staff as well as the hygiene of the hotel. I still remember a young girl called Nupur who was particularly helpful and had a pleasant demeanor. As an ITC loyalist, I would certainly rate this one as one of it's best properties.",5, a review Sep 2013
4982,"r recent stay for 2 days at ITC Rajputana for a wedding was simply wonderful...we were pleasantly surprised to see the completely renovated lobby area, bar and other portions of the hotel compared to our previous stay. This hotel really sets high standards in terms of luxury and quality service. Peshawari food ofcourse is an added attraction. Basic category rooms do need renovation badly as they have become really old and doesnt feel special enough for a grand hotel like ITC Rajputana.",4,r wrote a review Sep 2013
4983,"uld like to convey our big thankss to the entire team of itc rajputana for making our stay memorable & giving a personal touch at every moment.Special thanks to Mr. Nikhil Madaan, Mr Abhishek Sharma,Mr Rahul Battish,Ms Rashpal(big star fr u *) ,Mr Monoj,Mr Surender,Mr Kuldeep,Mr. Keenan,Nupur,rohit,era & shrishti.Really impressed by d warm hospitality provided by each n every staff. Best Regards Neha,Diksha & Malvika",5,eview Sep 2013
4984,"jputana is a historical monument of Jaipur itself. We were there for work and made a relaxing weekend for ourselves. The room was awesome though i feel that a dish connection like a TATA sky or Airtel connection is a must.  Peshawri was just fantastic!! The food lived upto its name and was delicious. The quantity was more than enough, excessive even.",5,ote a review Sep 2013
4985," booked ITC Rajputana Hotel for three days. It  is located in a nice part of the city (near to the railway station) beautifully done up. I was on Eva break  with my daughter.  Great staff ..very warm and affectionate. WE felt at home from pick up to drop back. I loved to be there again and again.Rooms are very  nice, well furnished n beautiful decor.  Let me not  forget to mention about the bed. I read somewhere claiming ITC about their bed that your sleep is not disturbed. I found that true and amazing. Food at Chandrawanshi and Peshawari was excellent. Our day started with a wide spread of breakfast and smiling service of the staff (A To Z). Chefs were around to give the feeling as if that dish is cooked specially for us.  Poolside view at night was great with the folk…",5, a review Sep 2013
4986," stayed for 4 days @ ITC Rajputana and it was fantastic experience. staff were co-operative, well mannered. food at Peshawar was too good. we utilized all kind of facility that were provided and enjoyed a lot. best part was morning break fast. kind of variety they offered were amazing. only thing i didn't like is water of swimming pool. otherwise it was great time and we enjoyed a lot.",4,e a review Sep 2013
4987,"e typical brick work done in Rajastan style, makes it different then rest of all hotels. The big swimming pool in the centre of the campus and the live rajastani music in the garden makes it beautiful. The peacock visit the gardens through out the day. Over all very good hotel to stay.",5, a review Sep 2013
