,Review Text,Polarity_Rating
2559,food served cold service extremely poor waited 1hour starters served cold mains werent even served 25hours leave without eating typical service expected hotel like Taj,Negative
400,Decent hotel warrant price paid club rooms Dated Quality service fantastic times V poor others Terrible gym situation change rooms original room given poor dated,Negative
2285,Exactly read Taj member sounds like fool first place happen book room 14k grands thinking il using coupon 50 weekends Mind paid membership free wat asked Imagine taj website states 115 grands booked using coupon told il able book rack rate 28 grands layman understand purely ponzy scheme wat Taj trying sell restricted taj lands entire chain hotel never let use coupon stating rooms unavailable cant used given time never intended give us benefit hell sold voucher SPG laccord member proud taj…,Negative
2524,Well regular visitor property late think service deteriorated room smell wasnt kept clean surprised usually taj boasts high standards stayed hotel many times guess new management take note keep services disappointing say least constant noises ceiling others,Negative
349,Firstly view room 1102 wasn’t good could see big iron rod structure Secondly Saturday night event floor lower room music loud went till 430 morning Thirdly House Nomad informed dress code SHORTS allowed males saw guest wearing shorts asking staff informed timing shorts allowed never told timing asking staff guest wearing shorts House Nomad way beyond allowed time Lastly check inform ask discount amount already mentioned booking email,Negative
2159,bad hotel staff attended guest properlyperson advance booking standing queue paying much got poor serviceOhter 3 start 4 star hotels better provide good service Room also properly cleaned water bottle also bad,Negative
4629,Well imagine might nice place stay make sure check hotel first see construction ended currently working onthe top floors hotel day 8am 6pm need spend time room hours dont expect quiet service hotel good selection food place clean rooms comfortable feel good space large bathorroms nice swiming pool good service pool Good location close best Bandra offer general good value price sanse construction,Negative
1971,stayed hotel one night celebrate husbands birthday laws room beautiful view spectacular overlooking sea link sea pool initially booked Grand Luxury rooms upgraded club rooms hotel swiped card 4 times night stay 2 rooms club rooms facilities like high tea evening cocktails included reservation manager included stay blunder caused time reservation place went club breakfast asked pay staff embarrassing didnt ask manager offered us Beautiful rooms view staff well trained no…,Negative
995,Sumit Datta front Desk Manager Rudest Unwelcoming Employee HotelThanks Neville Resident Manager made fr bad experience Superb service Anish Vista coffee shop keep Samir need learn serve industry bad,Negative
4014,didnt like area much would never stay hotel attitude worst Ive ever seen talking 5 stars hotel Yes every second ask like food room staying bow time doesnt look nice comes real help useless Starting fact ask several times give passports lose copies stayed Mumbai first time asked indicate best restaurants map Guess man indicated 90 shops restaurants asked bring us one blanket remind 2 days came ask right got way need taxi its…,Negative
43,recent stays taj lands end turned majorly upsetting chain events right checkin room dining asked pay upfront 1 night even room payment cleared check gave amex card machine didn’t accept tried mastercard didn’t work tried paying cash told change available lastly pay visa card happened twice night scary visa worked 1 night would kicked hotel 5th time row kind annoying incidents happening particular hotel specifically booked king bed sea view even called day prior asking would require a…,Negative
3630,Stayed 6 nts December period stayed hotel excellent anymore hotel tired cigarette smell non smoking room TV sets qualify museum moved bed room found moulded crisps old biscuit wrappers filled bath later tried drain water wont drain discovered blocked bunch hair left period time blocking drain rooms top flush feel like water going soon burst ceiling loud annoying especially happens middle night breakfast queue main breakfast room long takes time get table one told us there…,Negative
3161,Taj needs rethink want luxury hotel business days passe India could create large lobbies huge chandelier amaze anyone walking Indian travelers experienced international hotel chains expects world class client experience list 15 areas Taj Lands end could improve suggest Taj introspection transforms late,Negative
1412,Checked room 1519 couple hours ago beautiful sea view constant pounding 2 sides room major maintenance work going either side room Taj decided rent room mini bar check list previous guest cleared also earlier guests welcome card left room welcome fruits chocolates anything notches 5 star experience First last time Taj taking custom back Marriott,Negative
2739,Ive stayed Lands End several times past decade recent stay last probably last Taj property rooms decorated vaguely colonial style overdue renovation location worst worlds far north sprawling Bombay interesting tourist sites far south business locales advantage location promenade front occupy minutes attention gadget user youll find WiFi setup frustrating Half internet inaccessible free scheme pay better access expect network forget youve done every minutes call desk speak tech bill you…,Negative
1145,Pls check ask sleep morning start renovate room 10 amto 2 pm bad experience noise HAMMERSCREW come back work start sleep 6 time bad dream life time,Negative
4573,rooms Taj Lands End NOTHING like hotel website seen decorators hand least 10 years smelly faded Everything feels tired including pool area spagym worst thing room located area hotel renovated type alarm went 3 4 clock morning would stop despite call butler hotel overlooks decayed building blown time ago property also needs demolition Overall night remember wrong reasons service however good bar etc areas seem happening,Negative
59,enlighten entire team taj hold gold tier membership food served room pathetic cold cooked bad service really bad top tea served contrary charge 700 tea Sorry mention service really bad currently plz would recommend everyone stay moment personally love TAJ getting kind service Upto mark really sorry mention entire team taj kindly take care service Upto mark,Negative
4564,Rooms fine ergonomic plug point table Service seemed average required 3 reminders front desk send across morning newspaper case give taj experience,Negative
1624,Disclaimer visit actually Apr 2014 TA isnt giving year option chose 2016 husband stayed Taj Mahal Palace immediately wedding experience wonderful decided spend coming anniversaries different Taj properties visited Taj Lands End couldnt travel city anniversary surprised husband making booking hotel within Mumbai 1 AC didnt function wanted take afternoon nap terribly sunny AC wouldnt cool room Somebody sent fix resolution minutes technician left gush water mechanism floor…,Negative
1017,Check staff disarray 3PM check day informed seaview club level room booked available could next day settled South facing room partial seaview Totally acceptable room However room still ready wait hour club lounge asked club lounge receptionist see room ready called front desk staff woman front desk staff came gave verbal thrashing ears length Made feel terrible business Mumbai would hired receptionist spot toilet flush room got functional entire four night stayKept asking fix the…,Negative
516,Stayed Taj business years prior looked forward returning Bring earplugs though Soundproofing poor Dont order eggs Youll wait weeks wont worth wait service experiences great light sleeper like cooked breakfast think hard,Negative
1017,Check staff disarray 3PM check day informed seaview club level room booked available could next day settled South facing room partial seaview Totally acceptable room However room still ready wait hour club lounge asked club lounge receptionist see room ready called front desk staff woman front desk staff came gave verbal thrashing ears length Made feel terrible business Mumbai would hired receptionist spot toilet flush room got functional entire four night stayKept asking fix the…,Negative
2399,good location bad service attitude especially front desk rooms good clean house keeping good job entire hotel empty guy reception wasnt willing give couple hours extra check hotel world honours guests asked pay half day two hours extra bad approach,Negative
287,company booked hotel landing Mumbai car available wait 15 hours airport car reaching hotel rooms available waited another hour get room,Negative
668,travelled around world dont really understand goes wrong certain percentage indian hotel units property example clear example lack planning conscious earning money right ideology stop Guest customer money vending machine,Negative
3197,facilities need uplift looks like money spent upgrading facilties safe room ancient works erratically spa facilities inadequate worthy five star atin,Negative
980,told room available 4 PM kept us waiting half hour Customers always ready wait updated accordingly Next time expect communication advance Also get Indian cuisine option evry day,Negative
951,happy service call thrice order bathrobe attendant checked us gave us wrong information minibar stating complimentary wasnt charged Vista restaurant buffet spread tasty limited variety attendantswaitersservers least interested tending needs naankulchas etc Overall extremely unhappy stay name TAJ high cost amount high end service smaller hotel would let go premium 5 star hotel,Negative
972,WiFi disconnecting constantly stopped loading people group Called WiFi support 3 times came tried help able fix problem come room takes long time Reception able move another room come hotel business rely good internet connection would recommend hotel,Negative
1386,old hotel looks like great food Bad service Bad breakfast croweded looby dining area Nothing much hotel except pool waiters would never greet smile Overall Taj quality service,Negative
2510,shocked told would serve imfl chivas black lable even absolut thats something would hv expected entry level 5 star never TAJ Landsend plan take suite club rooms enjoy lounge like please try something else maybe sofitel jw,Negative
999,mixed feelings hotel staying friends wedding hosted hotel turn amazing event hotel service hospitality certainly wasnt expecting better 3 night stay incredibly lovely 4 night stay JW Marriott Juhu beach started nightmare check staying friends wedding already paid 2 nights stay prior arriving wedding guests provided stay Grand Luxury room booked twin room prior arriving told check king room allocated stay went emails confirm requested twin room king room told that…,Negative
2510,shocked told would serve imfl chivas black lable even absolut thats something would hv expected entry level 5 star never TAJ Landsend plan take suite club rooms enjoy lounge like please try something else maybe sofitel jw,Negative
540,stayed 5 nights always felt something missing offered us upgrade checkin realised room category room one two floor absolutely unnecessary first glance room looked ok big small blanket cover bed somehow felt dirty maybe using covers many years Unlucky could see black spots never expected brand like Taj king hotels India bathroom big tub separate shower unlucky found big red spot downside commode toilet area big big disappointment us thought maybe kind red paint didnt try touch but…,Negative
516,Stayed Taj business years prior looked forward returning Bring earplugs though Soundproofing poor Dont order eggs Youll wait weeks wont worth wait service experiences great light sleeper like cooked breakfast think hard,Negative
916,group 5 cousins decided eat dinner 30th march 2018 Coffee shop weve frequently meals buffet always happy content spread particular night sad rather pathetic Hates ago generated every dish looked one big disappointment liked something fish either mutton would missing biryani kebabs still skewing tandoor service bit let nobody asked wanted accomplishments rotis etc fact thought particular night staff constrained desserts icing cake disappointment reached different…,Negative
1583,night 30th Jan trying sleep long day flown Delhi early morning checked late evening work heard drilling noise waited approx 10 mins go away assuming emergency work carried However noise didnt subside called Guest Services informed told duty manager informed get touch 30 minutes later noise stop anyone called called Guest Services told duty manager call back almost 45 minutes around 0045AM hours drilling noise stopped tried get back sleep knockinghammering noise started called guest…,Negative
4486,growing Mumbai Bandra Sea Rock special attraction given sea food people famous bandstand area stayed Lands End suite expecting Taj Hospitality granduer club suite Taj Gateway offeres Mercedez similar transport familty 4 instead got indica checkin took 15 minutes suite checkins aretypically done suite kids found swimming pool small offlimit kids kiddie pool smaller one found many pent houses grounds badly maintained Club Taj offers food would want eat reoadside Drinks small name Service unbecoming 5star forget comparable…,Negative
3164,stayed hotel 3rd 8thin room 1710my experienced started spa un courteous rude staff coffee shop specific salad written cant serve till week every time need ask razor soapif meant disposable 8 th evening room cleared toll 9 pm asked supervisor come see travel stayed best hotels never thought awful scared going taj hari 13 th16th April unfold inner circle member 101014150706I got experience others,Negative
3466,arrived 19th July 2014 2 nights family regular guest hotel years also using hotel 2 3 times year regular guest experience revived terrible club rooms always stayed first told available time told would available additional charges wrong way deal regular Taj known hospitality repeats regular guest James Dsouza Dubai UAE james8476hotmailcom,Negative
315,Stayed hotel July hotel need renovation specially the12th floor stuffy dust Bad commutation staff asked extension check time half day charge ended paying whole day price Breakfast ok takes long time get tea coffee served table,Negative
357,Except name Taj everything else nothing better road side motel key system doesnt workthe property run Front desk experince ridiculousI got charged twice checked outhad call get entry reversed representative front desk Kanuj Khanna needs basic training conduct front desk Duty manager Sorab could reached 5 calls himand sounded casual stay place Mumbaibut Taj Lands end Harsh Marwah 91 9999345515,Negative
2528,stayed hotel one night December room prepaidbooked hotel reception personally us included breakfast epicure member even accepted upgrade voucher time booking interestingly dont give u copyprint booking even done reception email either many phone calls manage email booking day prior check date arrive hotel things changed 1room upgraded couldnt find vouchers gave time booking 2 breakfast charged additionally inspite confirming time booking nearly hours wait come forward apologise mistakes which…,Negative
2237,booked board room day found wed pay hefty amount per hour basic wifi business centre wo something basic complementary internet sounds insane,Negative
2792,wifi awful Business travelers avoid hotel seem understand modern business travelers require speedy wifi brought attention shrug shoulders,Negative
477,stays last 10 years hotel Breakfast service worst time order tea almost 4 5 times came Check took almost 2 hours lot confusion rooms rates overcharged one rooms,Negative
504,Checked today Taj Lands End Mumbai hurts see one iconic property staying last two decades serious service management issuesStarting specifically giving request sea view always give creek view Fortunately upgraded time dont know Taj inner circle member last many years whereas dont get distinct advantage arrogance staff evident everywhere leadership completely missing gives feeling wild westI would strongly recommend option please spend huge amount get dissapointed OverallTaj hotels services gone Taj Lands End perfect case study luxury…,Negative
1007,unarguably one worst ever experience staying premium taj property breakfast room dining overall ambience quality staff considerably gone Something ordered live station keeps us waiting something ordered room dining staff got half order pathetic condition visit gave feeling unwanted property courtesy staff considerably gone Overall pathetic experience,Negative
1406,stayed Taj times say really badly managed days refurbishments going noise odours Staff responsivve complaints Changed another hotel stay,Negative
4246,Second time came second time beceause good previous experience hotel parties outside made staff bit hectic stressed nice renovated club room booked available gave free upgrade old suite kind gesture come especially renovated room plenty reasons hours gave finally club room nigth invited business contacts join Vista restaurant painfull experience resto mess clearly understaffed Everyone running directions Probably beceause parties oitside took staff waited almost 1h get food 30 minutes drinks …,Negative
3077,1 Tea kettle room took 30 min arrive inspite 4 followup calls 2 2nd rung newspapers leading ones 3 Breakfast menu expectations Bakery Selection etc could much better,Negative
439,TajLandsEnd Mumbai 5starslyers disrespect 97db thinking quiet peaceful Hotel Mumbai run away Taj Lands End noisiest ever Hotel staying three Pilar’s Taj Lands End must renamed Noise Expensive Disrespectful Open Air Party every two days Marathon starting point front Hotel calling departure 4 Sunday mornings,Negative
311,made booking changed 2 extra days spent 20 minutes calling India UK make change person reservation emailed exact old booking called want charge poor dishonest service,Negative
2891,start writing big fan Taj group hotels last twenty years actually negative experience Taj hotel surprise start person taking reservation dedicated Taj reservation line goofed booking single room even though asked specifically told two adults one child Oksimple mistakeand thought much roomwhich great view comfortablethe welcome platter consisted one small sweet quite clearly mistake either put together hurry left previous occupants didnt worry much taking swim meal coffee…,Negative
1780,Extremely poor wifi go corner toilet connect already weak signal rate zero wifi availability inquired front desk change room said strengthened wifi signal nothing changed,Negative
2528,stayed hotel one night December room prepaidbooked hotel reception personally us included breakfast epicure member even accepted upgrade voucher time booking interestingly dont give u copyprint booking even done reception email either many phone calls manage email booking day prior check date arrive hotel things changed 1room upgraded couldnt find vouchers gave time booking 2 breakfast charged additionally inspite confirming time booking nearly hours wait come forward apologise mistakes which…,Negative
825,husband stayed hotels Mumbai last year since assignment Business checked Taj lands end ten nights June 22 Chennai Bangalore 2 nights room unoccupied paid planned check 11 pm July 1 Please note paying nightly room reservation rate anyway July 1 per hotel policy Upon check none 3 staff members informed us double occupancy add rate Rs 1500 per night took passports visas handed us two room keys charged us single occupancy fees got back town tonight front office manager decided make big deal fact paying additional rs…,Negative
257,daughters First birthday party completely messed spoilt Manager taken GM resolution Must tell Landsend definitely Taj experience Substandard Rude classless Value customers need training Major Faux Pas messing cake order dinner party remorse ill treated customer,Negative
3356,stayed Taj Lands End Taj Mahal Palace Mumbai least 20 times course life recent stay weeks ago service gone hill new Senior Management change recently suspect new Management vision penny pinching rude impersonal trickled thereThey simply managed loose Class terrible brand long standing distinguished history India rooms Taj Lands End dirty lack general attention paid cleaning Termite dust dead insects dust headboards bathroom tissue stocked Mold ceilings attributed corner cutting air conditioning hallways rooms …,Negative
287,company booked hotel landing Mumbai car available wait 15 hours airport car reaching hotel rooms available waited another hour get room,Negative
2951,stayed March 2015 checkin asked pay Rs 10000 security deposite refundable paid CC checking told money reverted charged charged Since time pass reverted money seems habit fooling customers services responses seems deaf dumb,Negative
1583,night 30th Jan trying sleep long day flown Delhi early morning checked late evening work heard drilling noise waited approx 10 mins go away assuming emergency work carried However noise didnt subside called Guest Services informed told duty manager informed get touch 30 minutes later noise stop anyone called called Guest Services told duty manager call back almost 45 minutes around 0045AM hours drilling noise stopped tried get back sleep knockinghammering noise started called guest…,Negative
2382,Hotel fabulous However second night room dining food disappointing Tonight Thai curry literally 4 mouthfuls chicken plus big piece cartilage Really hungry grumpy speak help desk informed said theyd replace charge little late frankly 2 nights crappy food makes think standard acceptable standard let visit 3 nights go lets see happens,Negative
1491,stayed Taj 2013 family best holiday service amazing checking 11th march 2017 gave us 17th floor coming lift smell terrible wondering people stays floor coming room God terrible seating bed started feeling aching like dirt place couldnt wait phone working internet wasnt working go reception told paying money need good room clean different floor smell terrible 17th floor said rooms clean gave us floor room 1711 terrible feel eaching seriously never ever go back hotel inform family friends comes time time check pay money and…,Negative
4570,Taj standards Taj expected aiport pick nice rest experience totally bad booked Taj Club Room Club Floor service club floor terrible could imagine bad regular rooms might checked gave room view room could see next buildings wall requested change room told smoking room avaiable change said fine dont mind taking shifted another room good view cleaning room progress moved old linen lieing floor moved room later DVD player room working…,Negative
2022,impolite handling check specially could helped check staff came lobby manager Ms Swati guess extremely rude conditions room extremely poor systems curtains lights bed side board functioning properly guess business good things neglected stay Taj lands business hotel otherwise would checked upon checking,Negative
2399,good location bad service attitude especially front desk rooms good clean house keeping good job entire hotel empty guy reception wasnt willing give couple hours extra check hotel world honours guests asked pay half day two hours extra bad approach,Negative
475,second stay Taj Lands End many years travelled 2 kids aged 6 4 stayed Sea View Club Room requested rollaway bed reserving room reconfirming calls central reservations since arrive late night hotel Despite multiple requests roll away bed placed room kids wait 1115 go bed Club room included use Taj Club however arrived club 600 PM second day served snacks asked leave Club Manager stating club allow children cocktail hours informed discriminatory policy reserving room even during…,Negative
1035,looking forward stay hotel long day travelling Mumbai finally reached hotel almost mid night stay magnificent hotel check next morning Though short quick stay mixed reactions short time check process smooth room available smoking floor liking room exquisitely designed though didn’t get sea view got pool view planning stay place given hotel great view sea make sure insist sea view facilities room best one ask comfortable sleep wake early check and…,Negative
573,staying Taj Lands End number years enjoyed last two tines service gone downhill lost charm uniqness Taj gone pleasure staying Taj longer,Negative
228,wife stayed Lands End Luxury Suite 20th September 2019 writing review highlight treated horribly Mr Saurav Banerjee said night friends 3 total come wish 12 night dinner gotten 12 staff serving us utmost efficiency level service come expect Taj However friends came wish exactly 1215 Mr Banerjee along 3 people knocks door tell us gotten complains guests leave totally 5 people room talking music TV nothing told friends leaving exactly 1015 mins talk loudly Mr…,Negative
999,mixed feelings hotel staying friends wedding hosted hotel turn amazing event hotel service hospitality certainly wasnt expecting better 3 night stay incredibly lovely 4 night stay JW Marriott Juhu beach started nightmare check staying friends wedding already paid 2 nights stay prior arriving wedding guests provided stay Grand Luxury room booked twin room prior arriving told check king room allocated stay went emails confirm requested twin room king room told that…,Negative
388,Arrogant Check staff Duty Manager Extra charge double occupancy Reception dont return calls query raised Terrible food Min YangParticularly Non Veg waiver Breakfast one person breakfast double occupancy charge,Negative
3102,Unfriendly unhelpfulCertainly 5 star quality hospitality one generally experiences India preferential treatment families original rooms given old carpets mustyThe rooms small poorly decorated upgraded rooms pay extra modern cramped Breakfast disaster seemed staffedThere always wait either get table get service,Negative
2579,recently wedding ceremony hotel following payment long time never received performa invoice outstanding amount hotel sales team wedding day individual sales team approaches bride family balance payment created drama front relatives mind already made 50 payment proactively individual also threatens stop function case payment made Never expected face hostile behaviour member Taj group hotels world renowned hospitality Kudos Food Beverage managers Mr Rishi Kumar intervention matter resolved end making payment event…,Negative
1491,stayed Taj 2013 family best holiday service amazing checking 11th march 2017 gave us 17th floor coming lift smell terrible wondering people stays floor coming room God terrible seating bed started feeling aching like dirt place couldnt wait phone working internet wasnt working go reception told paying money need good room clean different floor smell terrible 17th floor said rooms clean gave us floor room 1711 terrible feel eaching seriously never ever go back hotel inform family friends comes time time check pay money and…,Negative
4486,growing Mumbai Bandra Sea Rock special attraction given sea food people famous bandstand area stayed Lands End suite expecting Taj Hospitality granduer club suite Taj Gateway offeres Mercedez similar transport familty 4 instead got indica checkin took 15 minutes suite checkins aretypically done suite kids found swimming pool small offlimit kids kiddie pool smaller one found many pent houses grounds badly maintained Club Taj offers food would want eat reoadside Drinks small name Service unbecoming 5star forget comparable…,Negative
2579,recently wedding ceremony hotel following payment long time never received performa invoice outstanding amount hotel sales team wedding day individual sales team approaches bride family balance payment created drama front relatives mind already made 50 payment proactively individual also threatens stop function case payment made Never expected face hostile behaviour member Taj group hotels world renowned hospitality Kudos Food Beverage managers Mr Rishi Kumar intervention matter resolved end making payment event…,Negative
2544,Worst experience ever Staff doesnt wait us open door directly enters without announcing couple staying room Jiva spa hotel doesnt provide bath robes customers humiliates peopledont go ppl staff trained well rude Disgusted even write experience ppl cant even provide anniversary cake time even though informed one month back Embarrassing situation first let us call guest extra room give us mistake ask us pay Worst 5 star ever Never coming,Negative
3630,Stayed 6 nts December period stayed hotel excellent anymore hotel tired cigarette smell non smoking room TV sets qualify museum moved bed room found moulded crisps old biscuit wrappers filled bath later tried drain water wont drain discovered blocked bunch hair left period time blocking drain rooms top flush feel like water going soon burst ceiling loud annoying especially happens middle night breakfast queue main breakfast room long takes time get table one told us there…,Negative
486,Stayed hotel Ive stayed excited staying worst hotel experience ever hardly good sleep due constant noise guests Im assuming attending party hotel hotel busy due parties attracted alot party people best hotel business people meetings morning,Negative
3158,Unable find positives except five star property Though idea come got five stars Sea facing rooms amazing view vast expense Arabian Sea sunset view probably thing u enjoy hotel u slightly turn ur neck towards left u get beautiful view Bandra Worli sea link everything else stay worth money u spend Bathrooms stuck 1950s elegance 2000s modernisation Time taken check one could bear pathetic part room service takes 4045 min provide water bottle glasses food order cannot get served unless wait minimum one half hour order Rabri Indian dessert made milk theyll…,Negative
4532,chosen hotel first time preference Tajs flag ship Hotel Mumbai must say great disappointment right first step staff hotel trained treat flashy guests respect others guess taught treated second rate citizens wonder whether still British Raj response assitance even pick baggage taxi helpful doorman advised us leave baggage midst Porch case security screening check staff rude wait 20 minutes mere check understand time went busy one checked mid day However…,Negative
4517,Pathetic customer service compared hotels category,Negative
2382,Hotel fabulous However second night room dining food disappointing Tonight Thai curry literally 4 mouthfuls chicken plus big piece cartilage Really hungry grumpy speak help desk informed said theyd replace charge little late frankly 2 nights crappy food makes think standard acceptable standard let visit 3 nights go lets see happens,Negative
1030,returned disappointing stay Taj Lands End share want know stunning property beautiful well kept staff extremely friendly checked Christmas weekend finish work project use facilities someone else make coffee first evening took guest Ming Yang premier Chinese restaurant Despite 4 nights booking 2 day advance reservation shown side room guests drapery opened give us view main dining room Everything went Inconsistent service forgotten ordered items next morning issue coffee Unfortunately resulted two days visits FB manager assistant FB…,Negative
1044,went enjoy cuppa good conversations looking sea went horribly bad Right valet service poor hotel worse part inattentive staff coffee menu 24 hour cafe seriously Served dull cup cappuccino average plate biscuits Instead sea view got looking drawn slates otherwise AC would cool dining space seriously would advise fall old image Taj waste time experience visiting,Negative
2544,Worst experience ever Staff doesnt wait us open door directly enters without announcing couple staying room Jiva spa hotel doesnt provide bath robes customers humiliates peopledont go ppl staff trained well rude Disgusted even write experience ppl cant even provide anniversary cake time even though informed one month back Embarrassing situation first let us call guest extra room give us mistake ask us pay Worst 5 star ever Never coming,Negative
400,Decent hotel warrant price paid club rooms Dated Quality service fantastic times V poor others Terrible gym situation change rooms original room given poor dated,Negative
980,told room available 4 PM kept us waiting half hour Customers always ready wait updated accordingly Next time expect communication advance Also get Indian cuisine option evry day,Negative
228,wife stayed Lands End Luxury Suite 20th September 2019 writing review highlight treated horribly Mr Saurav Banerjee said night friends 3 total come wish 12 night dinner gotten 12 staff serving us utmost efficiency level service come expect Taj However friends came wish exactly 1215 Mr Banerjee along 3 people knocks door tell us gotten complains guests leave totally 5 people room talking music TV nothing told friends leaving exactly 1015 mins talk loudly Mr…,Negative
1833,far issues service delivery five star hotel rooms lovely service shoddy pool side times also restaurant staff seem bad attitude towards customers,Negative
3361,Reviewed Loyal Patrons Taj Hotels patronage spanning 3 Decades30 years 3 generations review drafted without prejudice primarily based Room Stay Taj Lands End Arrogant approach socalled Front Office Senior’sDuty Manager False InformationConfirmation Taj Innercircle teamCommunication Gap Taj Innercircle staff Hotel executives Hidden TC’s Taj Innercircle loyalty programme seasoned travellers stayed range hotel’s 3 superior – Luxury 7 category hotels across Globe stayed hotel 15 Nov 2014 – 16 Nov 2014 done booking Innercircle almost 2 Months advance Initially management innercircle…,Negative
3630,Stayed 6 nts December period stayed hotel excellent anymore hotel tired cigarette smell non smoking room TV sets qualify museum moved bed room found moulded crisps old biscuit wrappers filled bath later tried drain water wont drain discovered blocked bunch hair left period time blocking drain rooms top flush feel like water going soon burst ceiling loud annoying especially happens middle night breakfast queue main breakfast room long takes time get table one told us there…,Negative
1067,luxury hotel twist checkedin 3am arrived International Airport high expectations put room refurbished work carried outside lifts floor covered debris room smelt paint varnish morning poisoned chemicals compounded fact food served restaurant breakfast served cold also ate Indian restaurant equally poor food bland cold price paid hotel pick car materialise domestic airport driver occupied Furious phone call finally resulted pickup arranged month advance Overall appalling Taj service…,Negative
200,amazing exciting evening reached Taj Lands end attend LGBT event cancelled last minute hotel surprisingly reason thought inappropriately dressed discrimination LGBT people expected prestigious establishment It’s sad many educated people hotel refused let us hotel Thank ruining evening indecent us,Negative
1035,looking forward stay hotel long day travelling Mumbai finally reached hotel almost mid night stay magnificent hotel check next morning Though short quick stay mixed reactions short time check process smooth room available smoking floor liking room exquisitely designed though didn’t get sea view got pool view planning stay place given hotel great view sea make sure insist sea view facilities room best one ask comfortable sleep wake early check and…,Negative
1029,stay dinner Ming Yang ordered crispy spinach oily crispy Prateek Joel chef quick enough apologies didnt get moment back next day breakfast encountered wid pathetic staff kept blaming mentioning table number live counter nice Ms Disha Mankikar took step atleast inquire went wrong Appreciate efforts put Disha Prateek,Negative
3158,Unable find positives except five star property Though idea come got five stars Sea facing rooms amazing view vast expense Arabian Sea sunset view probably thing u enjoy hotel u slightly turn ur neck towards left u get beautiful view Bandra Worli sea link everything else stay worth money u spend Bathrooms stuck 1950s elegance 2000s modernisation Time taken check one could bear pathetic part room service takes 4045 min provide water bottle glasses food order cannot get served unless wait minimum one half hour order Rabri Indian dessert made milk theyll…,Negative
1996,Absolutely shocked asked print business documents colour charged almost £150 Obscene London would cost £20 max Felt took advantage shamelessly ripping tourists complained reduced £50 However good feeling stay Hotel always watch prices fear taken ride Rooms tired dated Spa good good value dont mind paying high prices value items justify price hike staying hotel,Negative
4260,Service Taj Club butler service mostly good seemed good leadership However lost pair socks didnt follow specific laundry instructions delicate article clothing Vista breakfast service horrible bit rude times resort flagging waiters assistance refills management needs seriously improve Vista dining room manager always present dining room interested socializing favorite customers pulling weight helping crew Taj Club members breakfast lounge unfortunately didnt offer Indian fare stuck Vista concierge service huge disappointment We…,Negative
4573,rooms Taj Lands End NOTHING like hotel website seen decorators hand least 10 years smelly faded Everything feels tired including pool area spagym worst thing room located area hotel renovated type alarm went 3 4 clock morning would stop despite call butler hotel overlooks decayed building blown time ago property also needs demolition Overall night remember wrong reasons service however good bar etc areas seem happening,Negative
1412,Checked room 1519 couple hours ago beautiful sea view constant pounding 2 sides room major maintenance work going either side room Taj decided rent room mini bar check list previous guest cleared also earlier guests welcome card left room welcome fruits chocolates anything notches 5 star experience First last time Taj taking custom back Marriott,Negative
961,Taj Lands End business trip night always experienced highest quality service Taj properties unfortunately different conference needed WiFi connectivity refused provide I’d checked room lobby WiFi WiFi spots today’s day age even cheapest air bnb’s hotels free WiFi everywhere disappointed One staff member helped end expect Taj hotel,Negative
35,Visited landsend 3 rd November two nights nightmarish experience starting word go covid times luxury suite someone medicine window seating platform Instant cleaning room apologies tendered evening room dining services unable handle order correctly missing dish repeated calling another dish response deaf ears sleep empty stomach night Morning surrounded staff chefs make breakfast pleasant great consolation restaurant manager giving number service desired Evening room service ice bucket takes 45 minutes ask talk manager Message restaurant manager response meets breakfast…,Negative
4573,rooms Taj Lands End NOTHING like hotel website seen decorators hand least 10 years smelly faded Everything feels tired including pool area spagym worst thing room located area hotel renovated type alarm went 3 4 clock morning would stop despite call butler hotel overlooks decayed building blown time ago property also needs demolition Overall night remember wrong reasons service however good bar etc areas seem happening,Negative
4640,finished stay Taj Lands End Definitely expecting especially Taj property supposed crown jewel terms service rooms large always plus plus could see good location neighborhood wise definitley removed travel time traffic included painful best part worst fact hot water shower entire time stayed kept claiming send engineers fixing said know use fixture true Esp colleague situation bath definitely suspect fixture excuse also laundry there…,Negative
4517,Pathetic customer service compared hotels category,Negative
3271,big Lobby ground floor Hotel guests visitors may take rest work laptops make phone calls smartphone single power socket inbuilt floor charge Laptop Smartphone go Business Center pity,Negative
2315,Customers fools please dont take room ostensibly upgraded Luxury got room front service entrance room also bad sound proofing could hear water flush next door room make three request spread 40 minutes get luxury room changed two occasions requested almonds soaked overnight particular diet However despite told soaked occasion given blanched almonds One doesnt Michelin star chef know difference luxury Taj come mean Rather unfortunate expect lot better Taj second instance poor standard Taj property,Negative
165,wedding Lookswise good didnt like dinner management keep waiting dinner long Dont know waiting bride groom arrive stage guests since afternoon wedding rituals guests started arriving started getting crowded started offering drinks starters Later pastamexican didnt want keep waiting people got hungry restless travel back home another city country could get done dinner India place order food imposed first eat course freedom eat whatever we…,Negative
1274,stayed Taj hotels disappointed service hotel Stayed 4 nights one occasion service let Attention detail around food provision restaurant breakfast take away lacking poor example ordered breakfast go leaving hotel 630am specified agreed contents night contents agreed thought ie Gave yoghurt spoon Normally get brilliant service delivery requests answered shame rooms nice enough anything special tbh facilities good,Negative
