,Reviewer,Review,Ratings,Date
3773,Abigail,"I see a lot of reviewers were unhappy with the rooms, I recommend booking one  of the renovated rooms on the higher floors if this is a concern (although it will cost you alittle more.) There completely modern and very nice.",4,w Sep 2013
3774,baffian,"Location: Located on Bandstand, near Bollywood stars Shah Rukh Khan and Salman Khan's residence. You'll often see a sea of fans swarming around Bandstand waiting to catch a glimpse of their favourite stars. Bandstand is also the perfect place for joggers, and enjoying the sea breeze. The tunnel effect at the hotel entrance is refreshing, particularly in the moonsoon. Try and get a room with a view of the Sea Link, it's brilliant and one of the best to wake up to.   Quality of Service: I was highly impressed by the quality of service - top-notch, courteous and caring. They attended to all my needs with a smile. The little things definitely brightened up the stay - the towel origami, roses on the bed etc.   Food and beverages: The dinner buffet is phenomenally good, with a…",5,Sep 2013
3775,ChiGirl78,"Look no further in Mumbai! Honestly, the ease of access to this hotel to/from the airport is reason alone, but then you walk in, and so many other reasons come spilling out. Immaculate hotel, warm/prompt service, luxurious rooms, and great dining options...all are here! And all rooms have a view to the water!  I hope to back soon!",4,Sep 2013
3776,Vivek_VP,"This hotel can make your business trip feel like family vacation. The prime location near band stand, the sound of the sea waves while you are sipping drinks near the pool, the view of the Bandra-Vorley sea link, and the amazing aesthetics of the hotel makes it one of the best choices. The rooms are good. Housekeeping is just right. Bathrooms are better than other hotels in its class.  The banquet halls are spacious and well furnished. They can suit to any kind of requirement you have during your business / family events.  Last, but not least, the food is delicious.  In short a stay with pleasure and pride as well.",5,Sep 2013
3777,haysreeram,Fantastic hotel with good panoramic view of Arabian sea. The sight of Bandra Sealink is awesone during morning and evening hours. It is awesome to spend time in TAJ lands end during rainy day. The special seafacing rooms are quite good. the swimming pool side are awesome as it is more relaxing and great ambience. Non veg foods are tasty and provide multiple option for all ethnics. Great value for money,5,Sep 2013
3778,beatricec1,I stayed here last year for 5 nights. The service is very good and the hotel location just by the ocean is also a good. The bandstand is a nice place to have a walk. The swimming pool area is pleasant and easily accessible. The spa service needs a bit of advance notice for booking.,4,Sep 2013
3779,Zengski,"Be warned - you will be spoiled at this hotel!   We stayed for three weeks during July 2013 and found this hotel amazing. The location was great - right at the tip of a small peninsula so there's uninterrupted views of the sea. It's also very close to the many yummy restaurants and funky bars in the happening Bandra area. The facilities were also great, with a lovely pool, a kids play area, and lavishly green gardens and lawns around the pool - great for families with little kiddies. The rooms were also nice, decent-sized with tasteful decor and useful amenities. Loved the large marble bathroom.  But for us, it was the service that set this hotel apart from the five-stars. First of all, everyone at the hotel - from reception to bellboys to room service - was well trained and…",5,Sep 2013
3780,R,Particularly enjoyed the spectacular sea view and sea link view from the room. The club room is a welcoming place. The ClunLounge is enjoyable. Service is good.   The pool is a bit limited because of its size and shape. The access to the changing room is camouflaged and needs to be well signed.   The Chinese food was B+. But the Indian food was tops - A +++ ! And the hospitality at the Indian restaurant especially was heart warming.   Enjoyed the sea face walks. The pan wala across the street was a delight - both to talk to and for his supply.   Hadn't heard of the special taxi fare arrangement that the Hotel has with the Union. They charge extra and a fixed amount per plan based on destination. A bit unusual for Mumbai where taxis are ubiquitous .   Overall excellent.   ,5,w Sep 2013
3781,Dirk,"When most of your meetings are in the Northern area of Mumbai, this hotel is a good choice. Located at the the seaside in Bandra, next to the homes of some famous Bollywood stars, the hotel offers very good meeting and conference facilities. The rooms are spacious but the bathrooms could do with some more lightning. Specially the outside could do with some cleaning/painting.",4,w Sep 2013
3782,pixie0427,"Back to this elegant property after a longish spell, I was rather impressed by how much things have improved over the past couple of years.    Service has improved dramatically.  In particular, housekeeping has made great strides - the rooms are beautifully maintained, the linen is fresh, and the set of amenities covers whatever a business traveller might need.  The new Italian restaurant appears to be a super-hit - in-house guests apart, plenty of local visitors show up there... so a reservation is essential.  The breakfast buffet is as lavish as I remember from before - and the live counter services for eggs as well as South Indian food seems to have become more efficient even though the coffee shop was full.  If there is one thing you would come to this hotel for, it is for…",4,Sep 2013
3783,61asif,"Have stayed in this hotel multiple times during last couple of years on business trip. View for the sea-facing rooms are amazing as you get unobstructed view of the Arabian Sea. Rooms are a bit dated and this seems to be the only business hotel in Mumbai that has quite old electronics in the room. Carpet in some of the rooms I stayed also seemed to be old.  On the positive side, smooth check-in and check-out, great breakfast and quality of meal plus very friendly service.  I also like the option given to a certain level of Taj InnerCircle members to have their spouse stay complimentary.",4,Sep 2013
3784,JFergUSA,"I like the Taj brand and had high hopes for the Lands End property. While it is an older hotel, it is in a good location in Bandra, surrounded by India's rich and famous.  The lobby was as you would expect. Pristine. Staff at the top of their game. A delightful experience and relaxing environment.   I was most disappointed by the room. It was a huge sea-facing room, but the finishes were very outdated. It was in desparate need of a renovation. I was greeted upon arrival by an unflushed toilet and the damp smell of mold in the room. The wet smell of mildew is quite common elsewhere during monsoon, but in the Taj? The carpet was shredding and stained; the furniture a bit worn; and there was an old conventional TV in the room (even small guest houses now have flat screen TVs,…",3,Sep 2013
3785,weekend4travel,"Stayed here for two weeks on a business trip. The service was very good (were able to order pre-packed breakfast, specially categorised bills (stay, transport, laundry) at check-out) and the pool was open late and is quite nice.  The rooms and bathrooms are very luxurious (I was upgraded to a Club room). Breakfast is very large and I can also recommend the dinner buffet restaurant. The two other restaurants were also good, but I liked to have the selection at a more economical price. Location is ideal for business travellers due to the many companies in Bangra. Not ideal for sightseeing as it took about 1 hr to drive to downtown. Very grand reception/main hall and would definitely recommend!",5,Sep 2013
3786,sandeep,I stayed during Eid vacations and thoroughly enjoyed the entire day sitting in the lobby and having lunch at Masala bay.  The hotel is so frequently visited by Bollywood stars that I ended up walking up to a few.  The best moment was to meet Akshaya Kumar along with Dimple kapadia.  Food at Masala bay is good but a little expensive for its quantity. Room service was quick and view of the sea in the night was very relaxing on a clear night. Overall one of the best hotels in Mumbai.  ,5,w Sep 2013
3787,Pranav,"This has to be my favorite hotel in Mumbai.  The rooms are amazing, the view from every room is fantastic, the facilities are beyond excellent (the pool is the best in all Mumbai hotels, the lounge and gym are fantastic).  Till 2011 when they had their gym in 3 rooms, it was bad, but the new gym is absolutely the best amongst all hotels.  Their conference facilities are perfect too.  The club room floors are just fabulous.  I've had some problems with the bathroom plumbing in some sealink facing rooms on the 17th floor, but I believe they have fixed this.  i wish their in-room service menu had more items from the restaurant - it is a little restrictive.",5,w Sep 2013
3788,Mahendra,"Recently I stayed at the Taj Lands End and was touched by the hospitality and courtesies of their staff. They are genuine in making a guest feel at home by their genuineness and humility. The moment you step in to the lobby, someone is always there waiting to assist with a smile. The club rooms are spacious, well furnished and maintained. Sea view is amazing and refreshing. The hotel offers you all types of cuisines prepared to the best of tastes. My special compliments to Mr. Ubaid who made my check-in absolutely smooth and pleasant and even escorted me to my room. He made sure that I was allotted the same room where I had stayed earlier. He exactly knew my preferences and made sure that I was comfortable. I am already looking forward to my next visit to Mumbai and for sure I…",5,w Sep 2013
3789,Craig,"A great location, the Club rooms are amazing. The staff excellent, and the gym is very well equipped now. I thoroughly recommend this hotel, particularly if you want to avoid the downtown traffic whilst in Mumbai.",5,w Sep 2013
3790,Neha,I was on their club room floor. And they really know how to give a Midas touch to their guests who stay with them. I felt like a queen being treated at her best !!! Their smiling faces and always ready to help attitude was an amazing experience. Humility at its best and definitely a home away from home is the feeling I got !!!!,5,w Sep 2013
3791,Carmen8889,"I  booked a Deluxe Double room at Taj Lands End, mentioning from the very beginning that we would be very happy to receive an upgrade for a room with a sea view. The check-in went smoothly and we were told we had been upgraded to Luxury room. However, as we arrived in the room, my disappointment began: the room must have had a city view, since the view was very gloomy, the bed was comfortable, but the decor was nothing more than basic. After flying for more than 12 hrs, I saw that the bathroom had no bathtub, just a shower and, on top of that, the water was cold. When we checked out, in the early morning, we received our breakfast packed, which had no water and the sandwich was veg (two slices of bread with cucumbers and tomatoes), although I had requested for now veg ones.",3,Sep 2013
3792,KaFaiNatalie,The services at this hotel is great - I asked for dry clean / laundry services three times and each time everything came back perfect same day. My jacket lining was broken and the hotel staff had also repaired this.   The information desk was also really helpful as they provided guides / maps to local spa / restaurants / bars etc.,5,Sep 2013
3793,dhruvgupta,"Went to this hotel for a friend's wedding. It truly is an iconic landmark in Mumbai. When you walk into the hotel, you feel like your walking into history. The staff is extremely courteous and helps you out. Keep it up!",5,Sep 2013
3794,Kay,My first trip to India and had the pleasure to stay at this fine hotel with the best service  staff.  The buffet breakfast was fascinating with the most authentic cuisine.  Humbling  experience.  Hotel allowed us to check in before the scheduled time as our flight was changed and we arrived earlier.  Laundry service was excellent.  Definitely would stay here the next time!,4,w Sep 2013
3795,Manoj,Great place. The staff is very helpful.nice location. the entrance is bit odd due to the heavy security but it is for your security. The restaurants are big and serves great food. If i go back definitely I will stay at the Taj Land end,5,w Sep 2013
3796,martinSinSyd,"I have the pleasure to stay in a Taj once or twice a year so out of 40-50 hotel stays one to two will be at a Taj. I am always looking forward to these stays, I never had a bad experience and the service is always exceptional. But at the Taj Lands End the experience is taken to another level.  Have you ever stayed at a hotel where they noticed that you are running low on toothpaste and then replenish is with a full new tube? No, not one of those tiny little ones that come with the toothbrush, a full size new Colgate tube! Or have you ever been asked by a service staff if you are having a cold coming on because you were sniffling and sneezing and then being served a hot toddy to make you feel better? Neither have I, but I think you can see where I am going with this. Another …",5,Aug 2013
3797,samthefriend,"A great property with enormous human and Indian touch to it. I personally salute the spirit of entire staff at the property after the 26/11 episode, they are simply brave and great people. The food is awesome. The view from restaurant is mindbogglingly, one feel like he is on the top of the Mumbai. One must visit once to this place and if possible take a sea facing room...",5,Aug 2013
3798,Stein54,"Slightly north of the city centre Taj Lands End is located with a royal view of the ocean.  The hotel is a business hotel, with a grand lobby, and a good selection of shops and restaurants. Next to the hotel you will find a walking promenade aong the sea for your morning stroll. Don´t think about going for a swim in anything than the hotel pool.  The sea is polluted, and the smell less desirable.  The hotel rooms are spacious, and a stylish bathroom is topped with details like a heated toilet seat. Very good service, and pleasant ambience.  The key card did not function well, - you needed a special trick to open your door.",4,Aug 2013
3799,Manelka,"The hotel and it's facilities are great and what is the best are the employees. Everybody, from the security, the bell desk, reception, the housekeeping. The restaurants are unbelievalble. We've stayed for 3 nights as we needed a short break from home and work and at no point this we regreted. And the food in all of the restaurants is superb, The Chinese food at Ming Yang is also very good. And also very important is that it's everywhere clean and tidy. Not only the lobby and restaurants are nice and charming but also the rooms. We hope te get back soon at this fabulous place.",5,w Aug 2013
3800,Anupam,"11 hours... short stay over in Mumbai for some personal work.. and meet my sister...  After the stressful flight from London.. was hoping for a quick ride to hotel and even quicker checkin to reach my room. And Taj gave me just that.. The chauffeur was so very cordial.. and took me quick enough to the hotel.. was booked into the club room.. and had been pre-checked into my room... just perfect..   Room was aptly comfortable.. and the view of the sea link was superb. The washroom was nice and well put up.  Midnight service to cater to my request of biriyani was executed nicely, and tested awesome.   Morning breakfast at Vista was a nice experience. Wide variety and courteous service...  Was really nice to back and experience the hospitality.. Surely would come back next time am…",5,w Aug 2013
3801,Sid42,"The best thing about the Land's End is it's location - Bandstand in Bandra with an unfettered view of the Arabian Sea and the Bandra-Worli Sealink. The hotel boasts of highly rated restaurants, banquet hotels, well-kept grounds and the Taj's legendary standards of hospitality! I enjoyed my stay here and would definitely recommend it those wanting to stay in the 'burbs.",4,Aug 2013
3802,BaleTula,"(First, note that this review is from the perspective of one on a glamour tour of Bollywood.)  Having loved The Taj Palace but not the tourist ambience of touts galore outside, the walkabout person in me researched for an area in Mumbai where I could stroll for hours as in Kerala and Rajasthan looking at small stores and the like. Further, as a devout Los Angeleno of Bollywood's antecedent, i wanted to see how Mumbai glammed it up.  All roads led to Bandra West and Pali Hills-- Bollywood's Melrose and Sunset Blvd combined with UCLA's Westwood college area and even some Malibu type surfers and rockers.   Glen of Taj Palace concierge set up my transfer to Taj Lands End, and really he did all of it from finding a room to negotiating the rate to getting me transport--as 5 star…",4,Aug 2013
3803,Rekha,"No doubt one of the best hotels in Bombay. One of the advantages of staying here is that their rooms are large, bright and all the rooms have a sea view.  Their breakfast spread is awesome with a huge variety, and if a particular item is not available, they go that extra mile to get it for you.  They have one of the best Chinese restaurants- Ming Yang. Their chef David, always smiling, goes out of his way design something special if requested for . And their pool side is beautiful. It feels like a resort away from the city.  Truly a home away from home.",5, review Aug 2013
3804,SumedhReddy,"There is a saying in India that if you do not like the service in any 5 star hotel in India then you ""should try THE TAJ properties in MUMBAI"". There is no way you will be disappointed with the service. As a person who expects great service since you are pretty much paying for it, i was blown away at The Taj Lands End.  We stayed in a club room which has butler service and cocktail hours from 6pm to 8 pm on the house, etc, etc. The rooms have fantastic sea view and the baths are well laid out. The warmth that this hotel offers is exemplary and the club lounge has some fantastic staff who at 8pm would ensure you have had a good time at the lounge with the cocktails and snacks.  Experience The Taj Lands End and you will crave for it everytime. Definitely one of the best hotels in…",5,Aug 2013
3805,Quirky28,"Another stellar Taj property but cannot beat Taj Mahal Palace and Towers. With the bandstand right across the street and many-a-star as neighbor, the location is perfect!  Pros: (1) Excellent hospitality (2) Perfect Location (3)  great food  Cons: (1) Beware of irresponsible floor-mates who can play Punjabi music at the highest decibel and smoke in a non-smoking floor - though not really the hotel's fault! (2) More suited for relaxed travel than for business travels - more ""crowded"" than anticipated",4,Aug 2013
3806,Surya,"Great service and care right from the time you step into the hotel from security to reception, to bell boys, housekeeping, restaurants, Gym, Spa, Lounge was excellent. We were made felt at home and part of the establishment. This was our first stay and surpassed our expectation.",5,w Aug 2013
3807,Kiran232,Great views from the club lounge exclusive to the executive floor. Rooms are good with a sea view. Shahrukh Khan is your neighbour. We saw Salim Khan ( Salman Khan's dad)walking with his cronies on the sea front promenade in front of the hotel. Decent pool and spa facilities. Would stay again,4,Aug 2013
3808,pdavil,"The location is great for exploring the areas North of the big touristy spots. Bandera is a nice area with lots restaurants and bars, it's also good for access to the beaches and the airport.   The hotel is modern with nice facilities and large rooms with good views. The pool is nice to relax by when you want respite from the crazy Mumbai traffic and heat. The poolside foot massage by a blind man was great.   Breakfast was great with a very large selection.   It's nice to walk along the bandstand at night and see all the couples and families out enjoying the sea breeze, it also hammers home the fantastic multiculturalism of Mumbai.",5,Aug 2013
3809,NG2010,It is one of the finest hotels of the Taj group which I have stayed in. The service is warm and friendly. The rooms are large and views are brilliant. The rooms are quiet so a good night sleep is possible.  Taj should be proud of the team managing this property.,5,Aug 2013
3810,SanGarcha,"Love love love this hotel. I stayed here April 2012 for around 4 nights. Had a view of the sea, what a stunning hotel and stunning room. I had a suite and it was beautiful. The service here was more than I expected from a 5* hotel.   Great location at bandstand, and great bar.",5,Aug 2013
3811,anugoel,the hotel is spick and span and well lit. the rooms are spacious and very comfortable. its a good deal for the rates of the room . the staff were good and polite. the coffee shop was the high light of the hotel with excellent pizzas and coffee. i loved it!!!! in 2 days i landed up eating both the days at the coffee shop as it was sooo good......,4,Jul 2013
3812,Brian,"I was working in India for a month and stayed at the Taj Lands End for a month. I was impressed by the professional and friendly experience I had there.  Upon arriving at the hotel I saw that security at the hotel is top notch, there's a large fence, thick motorized bars that rise up from the street to keep out unwanted vehicles, car searches and metal detectors. Needless to say, I felt very safe. The hotel itself is located at the end of a small peninsula near the homes of famous Bollywood actors and this helps make it feel even more private.  Inside, the hotel is modern and beautiful. Large open reception area has a large lounge/bar across from the receptions desks. A multistory glass elevator blends nicely behind the central water fountain. On each floor there are shops,…",5,w Jul 2013
3813,eddiedsa,"Possibly one of the best hotels in the world. Although less famous than the Taj Mahal palace at the other end of Bombay, the Lands End beats it in terms of intimacy and modernity.  Staff are the most helpful Ive experience in any hotel anywhere in the world. In one word, the experience is magical. Have stayed here many times, and the experience always beats already high expectations.",5,Jul 2013
3814,jjtBucks,"This was my third visit to this hotel in the last 12 months. I travel to India on business and have  made a point of staying here during my time in Mumbai. For me this is one of the best hotels I have stayed in around the world. The service is excellent, the facilities are world class (except the internet!) and the food is superb. What makes this (and other Taj hotels in India) a place to come back to is the staff. They cannot do enough for you and if you have any issues, that is resolved in no time. Repeat visitors are really made to feel welcome. The one issue I have had is the internet access; depending on which room you are in, the connection is problamatic. I stayed from the 7th July to the 10th July on the 23rd floor in room 2337 and I just could not get any access to the…",5,Jul 2013
3815,LavanyaKrishnasamy,"Well, I could personally afford neither. But I travel a lot for work and my office graciously puts me up at the five star hotels. Over the past year I have stayed at Taj Lands End, Trident- BKC and at the Grand Hyatt - Santacruz.  For reviews on the other please look at my other review on the hotels.  Of the three, Taj Lands End was the best. Loved the efficiency, the location, the rooms, the service, the meals and the confrence hall.  - I would certainly recommend the Chinese restaurant over the Indian. - The cafe at the Lobby level has some intresting appetizers to go with drinks. - I was there for a week and tried almost all the dishes at the breakfast menu and could find no fault at all.",5,Jul 2013
3816,simbaonsafari,"I don't know why I don't use taj hotels more often. Have now been on holiday, honeymoon and business whilst staying or dining at different taj properties around the world. What differentiates this group is the consistency of exceptional service irrespective of the hotel you stay/ dine at.  Back to the lands end....checked in in the early morning and we were shown to our room. There were a few minor issues with the room...leaky shower and safe did not work. Reported these on my way out in the morning. When we got back, we were pleasantly surprised to note our room had been changed and they had transferred all our belongings to the new room just as we had left them!  The hotel is ideally situated in Bandra with the hip and happening shopping and dining areas of linking road and…",4,Jul 2013
3817,heebpdx,"I lived in this hotel while working in Mumbai for about 6 months until I was able to find a flat in the area. It was quite, and well above all the other hotels in the area. It is quiet, the views amazing and the hotel staff quite pleasant and helpful.",5,Jul 2013
3818,Everi_G,This hotel is a joy to stay at. The rooms are luxurious with every attention to detail.  Staff are attentive and well trained. Laundry service was very efficient. Grounds are beautiful and well manicured. ,5,Jul 2013
3819,SanjeevAstral,"The Taj Lands End was our choice for 3 nights in Mumbai. The hotel was perfect in every way and our room was very spacious, with an innovative housekeeper who decorated the bathroom with rose-petals and even folded our clothes. The in-room dining was the finest experience and the personal recommendations by Lata were divine and authentic. The SPA experience was world apart with attentive staff who served us cold water and wet towels in the steam room and were waiting with gowns as soon as you came out. The Taj hospitality puts many world class hotels to shame and we truly enjoyed our stay at the Lands End.....",5,Jul 2013
3820,dtharakad,"It was a 3-day conference in this hotel.  its very well maintained facing the seaside; near the residence of famous actor Shah-Ruk Khan   the food came with variety; our team were well able to enjoy food, unlike in other indian hotels with only local food.   stewards were helpful even to went further steps to find us details about mumbai",4,Jul 2013
3821,Binajaya,"I thought the standards, could never be surpassed, but they actually did, at this most beautiful, scenic oasis of calm called Taj Lands End.  Luxurious, spacious, busy, yet quiet and the icing on the cake is the genuine smile on every face that works here. Nothing is ever a trouble and uniforms are smart and clean.  Business, pleasure or want to get away from it all...book a stay here and you will thank yourself.  We are on a return visit and sincerely believe, this place is very special.",5,Jul 2013
3822,pravdr,lands end yes this very aptly describes this pearl located at the westernmost tip of mumbai.have been here mostly on business trips and dinners.ambience is excellent. big floor areas and podium gardens enhance the beauty of this place. have always loved the balmy breeze a bit slaty blowing in the face when waiting for your transport at the entrance. in rains can be really gusty and can wet you. once inside you are like entering a luxury cruise liner on a seafront.restaurants are excellent.buffet spreads lavish.,5,Jul 2013
3823,Monika,Taj experience so far has been truly amazing.. Some things are like just the same across n some even better.. service n standards.. Food is awesome.. But more than anything.. Hotel location just superb.. From higher floors u can see the waters n the bridge... Walk out of the hotel and one can go for a long walk by the beach.. It is nirvana ,4,eview Jul 2013
3824,LuxeTravellerIndia,"Location makes all the difference. If you need to be in suburban Mumbai and want to be in the thick of Mumbai's most happening suburb, then definitely stay here. It is well located with sea views- rooms can feel a bit cramped. Very good Chinese restaurant and coffee shop.Getting into South Bombay(town) is easy as there is a sealink that gets you there soon, the sea facing promenade is great for a walk and look around. All the happening restaurants are 10-15 mins away. Well located.",4,Jul 2013
3825,CoolPraveen,I stayed at Taj Lands End in Mumbai for 2 nights with my family and it is really an amazing place to stay. The intro video on the hotel TV channel about the history of the original Taj hotel in Mumbai was amazing and I like it very much. The rooms were really so nice and so beautiful. The staff so kind and very helpful. The service was very good. The food was awesome. The facilities was so good. We really had a very good time and enjoyed a lot.,5,Jul 2013
3826,KilburnKid,A very well presented hotel with large room and great view over the ocean. Conveniently located for the airport and also central Mumbai. I loved the intro video on the hotel TV channel about the history of the original Taj hotel in Mumbai - it was really informative. Staff made me feel very welcome,5,Jun 2013
3827,St_27,"Taj Land's End is my favorite place to stay whenever I'm visiting Mumbai - the staff and the service is impeccable, everyone goes out of their way to make your stay special. Great restaurants and facilities in house, and with everything Bandra has to offer just outside your door.  The Club Rooms are really special as well, and I look forward to going back again!  Special mention for Lalita in guest services - she went out of her way to remember my favorites and sent gluten free cookies with my chai, even when I hadn't asked for it. 5 stars!",5,Jun 2013
3828,kushan,"When you stay at a property like this, You cannot ask for more.  Had stayed here on a corporate tour and the place is rocking. A luxurious property with great rooms. I had a room overlooking the pool and the bandra worli sea link. The view was exceptional.  The buffet breakfast and dinner menus are just amazing. Great spread and the taste of food is good.  The location is great as you can always go to band stand and have a nice evening walk.",5,Jun 2013
3829,42Shruti,"I have been staying at Taj Lands end for a few weeks now and it has been a fabulous experience. The hotel staff are very warm and helpful. I must make special mention of Himesh at the traveldesk and Suvarna in In-room dining, who have made our stay very comfortable.  The location is also very beautiful, with great views from most of the rooms. Band stand is very close by and always buzzing with people. So it is a great option to just walk out and de-stress after a long work day.  Overall a great experience.",5,Jun 2013
3830,rrg6,I have been staying at Taj Lands End for the past 7 years now and it feels at home in spite of some goof ups regarding room preference etc It's a Taj luxury property with excellent views of the Arabia Sea and the rooms are large and the bathrooms are big too with the staff trying their best to please you.,4,Jun 2013
3831,Priti,"While I have lived in Mumbai for several years and recently been travelling to mubai often, I was not aware of this hotel earlier.  This time on business visit when I went there , I was very pleasantly surprised by the location,  hospitality ,  rooms,  food.  In central bombay, do not think there is any other hotel that competes with this for locaotion.",5,w Jun 2013
3832,Dean,"I arrived at 3:30am and was blown away by the service from the moment I stepped into the hotel. A very friendly and efficient host whisked me up to my room and informed me I had been upgraded to a suite. The room was exception and I believe one of the best I have stayed in. The hotel is ideally situated and for me offers better options in terms of location and access that Taj Palace. My only let down is that I just feel the breakfast could be better and also that I couldn't stay longer to enjoy the hotel more. However I will be back soon and look forward to this being my new ""base"" in Mumbai. ",4,w Jun 2013
3833,Mudra_M,"Loved the location. We had a sea-view room. Was really lovely, with the monsoon clouds approaching. The Taj service is always exceptional, and ofcourse the food was great as well. The room was huge by Mumbai standards atleast and bathroom also contemporary and didn't feel dated. Great value, great service! Would definitely come back if I have to be in this side of the town.",5,Jun 2013
3834,punkynic,From the moment we arrived at the hotel I was overwhelmed by the professionalism and friendliness of the staff. My husband and I were made to feel so very special and could not have asked for a better experience. Our every need was anticipated and catered for. The room we stayed in was absolutely beautiful and the view was amazing. Eagles soaring just outside the bedroom window and at night the swimming pool looked wonderful. The restaurant staff are friendly and so very kind. We didn't want to leave!,5,Jun 2013
3835,HugoColle,"Give points to this hotel and it would be 11 / 10..says all i guess. The location, staff, room, restaurants...everything is perfect. The check in goes fast like it should be and we are guided to our room by a friendly lady. The room is clean, big and with a wonderful view at the sea...imagine the sunset in the evening...a wow feeling. The bathroom ..well...luxuary, even a small tv in front of the bath. Everything is there and will Always be replaced if you use anything. The restaurant..we tried a la carte and the buffet...perfect again, the ingredients and tastes are a blessing. The staff is very friendly and helpfull. The sea link bridge around the corner is a must see..Environment is beautiful to have a walk and safe..the moviestars of Bollywood live close to this hotel..Have…",5,Jun 2013
3836,KarenMeenan,"Location, view, service and food are all extraordinary here. The hotel is close to the water, so get a room with a view of the Sea Link bridge. Our butler was very helpful, and all the staff very attentive. The hotel was selected for us by our local contact on a business trip. Excellent choice!",5,Jun 2013
3837,Jon7709,"The service at this hotel stands out most of all.   You will be pampered to a degree even the Taj in southern Mumbai might take notice of.  Location is by the water in northern suburbs of Mumbai.  Mumbai is not an easy city to visit or navigate given the huge socio-economic chasms that one witnesses but this hotel is a great respite from all that goes on around you.  Regardless of the nature of your visit in Mumbai, you can come stay here and feel you are safe, clean and well taken care of.  It's the only hotel I will stay at if I am in this section of Mumbai.  Also close to airport",5,Jun 2013
3838,MidlandsFlyAbout,"I stayed here recently on business. The rooms and the food are very good, and the staff are delightful. The view from my room, of the Rajiv Gandhi bridge across to Mumbai was impressive. I chose this location, because I was working for 3 days in downtown Mumbai, and being just across the bridge made this place convenient. For that reason, I chose it over hotels closer to the airport, such as the Leela, which are also good. It did turn out to be more convenient than an airport hotel, for downtown. It takes about 10 minutes to get onto the Rajiv Gandhi bridge in the morning, due to hold ups in the immediate vicinity of the hotel. Returning in the evening takes a bit longer, becuase the traffic system onto the bridge is very inefficient leaving the city, and there are more hold-ups…",4,Jun 2013
3839,Abhishek,We had booked a base category room and on arrival were upgraded to the club room with lounge access which was great.  The room was fab with great views. The bathroom was amazing and even had a temperature regulated toilet seat..the bath tub was with a personal tv. The service was great ad the staff went out of their way to help us and oir nine month old son. The swimming pool was grt and our son thoroughly enjoyed it! All in all an excellent stay!,5,Jun 2013
3840,Ali,"Everything here is wonderful. The rooms. The view. The food. The bathrooms. The cleanliness. The executive floor. The service. You name it, its wonderful.  The only thing I could recommend is the addition of another restaurant. The buffet, Chindian and Indian restaurants are great but I wish you had a Japanese or Mediterranean alternative. You have the space but it is a void in an otherwise amazing hotel!",5,w Jun 2013
3841,msingh27,"Stayed in this hotel and loved it. View from the room was amazing with South Mumbai skyline, Arabian sea and Worli sea link. Hotel staff was wonderful, friendly  and very efficient. Check in and check out was very quick.  Room size was good.  Bathroom was spacious and elegant. Recommend it highly for the stay in Mumbai.",5,Jun 2013
3842,Remi,"I've stayed at the Taj Lands End for business twice and this hotel is amazing! Very clean and they change the flower arrangements in the lobby few times a month. You receive complimentary cookies, fruits, bottled water and wine as well. I left a tip everyday and they clean the room nicely and leaving flowers for you to enjoy! The room has a big bed and bathroom. The bathroom was probably my favorite. I've always stayed on the 17th floor, but what I've seen the rooms were a lot nicer above the 20th floor.  Their buffet is delicious! They serve a variety of meat for the morning breakfast. I am not much of a meat eater, but for some people who miss bacon would be happy to know they serve that here. If you have some money to spend, I highly recommend the Sunday brunch.  The hotel…",5,w Jun 2013
3843,travel_f00d_l0ver,"i love this hotel . the moment you step into it , and you know you have good things in store . go to the coffee shop or masala bay or ming yang . you relish the food every where u go specially the chinese , i love it . the rooms are all facing arabian sea . its an aristocratic experience . its a delight . Every thing is good about this place . And the staff just love to serve you .",5,Jun 2013
3844,DCBecca,"I have stayed at this hotel 3 times now and I love it every time.  The rooms are beautiful, the food is amazing, but it is the staff that makes the stay so wonderful.  They all know your name and are helpful without being overbearing.  I can't say enough and would highly recommend staying here in one of the updated rooms.",5,Jun 2013
3845,Vinvid,I have treated myself a one night stay here after a busy few days of travelling. Lobby was huge and the place is awesome. Front office guy first took me to the wrong floor and then took me to the assigned room. Room was of good size and the view was magical- It instantly hits on you !  I spend hours just looking out of the window. Bathroom was huge and elegant. I did try its Spa and was of good quality - I dozed off halfway ! Breakfast was not that great but the restaurant was very impressive. I chose to take a taxi from outside the building for my visit to Colaba area and they charge you a fair price. Also visited nearby Bagel Coffee shop in Bandra which has a beautiful setting and some awesome food. Altogether I would rate this as one of my favourite hotel to visit again.,5,May 2013
3846,Anand3009,"Superb  experience  on  all  Hotel Parameters.  Luxuriously  appointed  rooms, courteous  and  helpful staff, beutiful  lobby,  grand  buffet and  impeccable  conference  facilities.  What  else  can  one  ask  for; and  all  within  the  city. Simply  superb  experience",5,May 2013
3847,Nirmalsinh,Taj at Bandra gave me efferent experience.I had chance to attend a function at Taj Ball room.It was over crowded poor food service.They kept Jain counter when no one was present to refill counter.Very badly managed food service. it doubts us Taj service. attendants were not able to answer your problem in food.  I tried to bring to their notice but they were overloaded. we were with our family so without creating more problem we left it as we were guest of our friend. wake up Taj. You are a Tata group.can not efford such services.,5,w May 2013
